################################################
## Free spectral range of WINERED echellogram ##
################################################
# 
# The values below are vacuum wavelengths defined with angstrom unit.
# Source of data (WIDE): 2018_0418_matome_data_beta_version.tar.gz
# Date: 20190610
# Pipeline ver.: ver 3.7
# Note: The WIDE FSRs were re-measured because the rounding error was included in the original WIDE data.
#


WIDE: m=42--61
42	13191.50	13510.00
43	12896.70	13191.50
44	12604.10	12896.70
45	12329.00	12604.10
46	12064.00	12329.00
47	11811.00	12064.00
48	11565.70	11811.00
49	11334.10	11565.70
50	11111.40	11334.10
51	10895.50	11111.40
52	10688.20	10895.50
53	10488.90	10688.20
54	10295.70	10488.90
55	10112.50	10295.70
56	9933.00	10112.50
57	9760.60	9933.00
58	9593.30	9760.60
59	9431.10	9593.30
60	9277.60	9431.10
61	9126.00	9277.60

HIRES-Y: m=159--184
159	11062.70	11130.00
160	10993.90	11062.70
161	10926.60	10993.90
162	10858.70	10926.60
163	10792.90	10858.70
164	10727.10	10792.90
165	10662.10	10727.10
166	10598.80	10662.10
167	10535.70	10598.80
168	10473.20	10535.70
169	10411.40	10473.20
170	10350.40	10411.40
171	10290.10	10350.40
172	10230.80	10290.10
173	10171.60	10230.80
174	10113.90	10171.60
175	10056.00	10113.90
176	9998.90	10056.00
177	9942.80	9998.90
178	9887.00	9942.80
179	9832.10	9887.00
180	9777.60	9832.10
181	9723.70	9777.60
182	9670.70	9723.70
183	9617.80	9670.70
184	9565.00	9617.80

HIRES-J: m=131--155
131	13407.80	13494.00
132	13309.00	13407.80
133	13211.30	13309.00
134	13113.50	13211.30
135	13015.90	13113.50
136	12919.80	13015.90
137	12825.10	12919.80
138	12732.50	12825.10
139	12640.30	12732.50
140	12550.90	12640.30
141	12462.60	12550.90
142	12375.90	12462.60
143	12289.50	12375.90
144	12204.70	12289.50
145	12121.60	12204.70
146	12039.00	12121.60
147	11957.90	12039.00
148	11877.70	11957.90
149	11798.80	11877.70
150	11720.70	11798.80
151	11644.00	11720.70
152	11567.70	11644.00
153	11492.10	11567.70
154	11410.00	11492.10
